miRNA name	pos:mut	second_trim_rCMC_cont_IP	second_trim_rCMC_PE_IP	second_trim_rCMC_cont_IP (PM+1MM+2MM)	second_trim_rCMC_PE_IP (PM+1MM+2MM)
mmu-miR-125a-5p	9:AG,24:AT	1.0	0.0	4150.0	7157.0
mmu-miR-125a-5p	23:GA,24:AG	0.0	1.0	4150.0	7157.0
mmu-miR-125b-1-3p	PM	5568.0	6278.0	6169.0	7111.0
mmu-miR-125b-1-3p	1:AC	0.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	1:AG	0.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	1:AT	0.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	2:CA	0.0	2.0	6169.0	7111.0
mmu-miR-125b-1-3p	2:CT	0.0	2.0	6169.0	7111.0
mmu-miR-125b-1-3p	3:GT	4.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	4:GA	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	4:GT	4.0	2.0	6169.0	7111.0
mmu-miR-125b-1-3p	5:GT	1.0	2.0	6169.0	7111.0
mmu-miR-125b-1-3p	6:TA	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	8:AG	2.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	9:GA	1.0	2.0	6169.0	7111.0
mmu-miR-125b-1-3p	9:GT	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	10:GA	0.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	10:GT	1.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	11:CA	2.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	11:CG	0.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	11:CT	0.0	2.0	6169.0	7111.0
mmu-miR-125b-1-3p	12:TA	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	12:TC	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	13:CA	3.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	16:GA	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	16:GT	0.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	17:GA	0.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	17:GT	1.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	18:GA	2.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	19:AT	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	20:GT	0.0	2.0	6169.0	7111.0
mmu-miR-125b-1-3p	21:CA	25.0	30.0	6169.0	7111.0
mmu-miR-125b-1-3p	21:CG	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	21:CT	362.0	545.0	6169.0	7111.0
mmu-miR-125b-1-3p	22:TA	29.0	40.0	6169.0	7111.0
mmu-miR-125b-1-3p	22:TC	0.0	5.0	6169.0	7111.0
mmu-miR-125b-1-3p	22:TG	6.0	5.0	6169.0	7111.0
mmu-miR-125b-1-3p	2:CT,21:CA	0.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	2:CT,21:CT	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	3:GA,18:GC	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	3:GT,21:CT	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	4:GT,21:CT	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	8:AT,21:CT	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	10:GT,21:CT	2.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	16:GA,21:CT	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	18:GA,22:TA	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	20:GA,21:CA	0.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	20:GA,21:CT	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	20:GC,21:CT	0.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	20:GT,21:CT	4.0	1.0	6169.0	7111.0
mmu-miR-125b-1-3p	21:CA,22:TA	32.0	43.0	6169.0	7111.0
mmu-miR-125b-1-3p	21:CA,22:TC	1.0	0.0	6169.0	7111.0
mmu-miR-125b-1-3p	21:CA,22:TG	1.0	5.0	6169.0	7111.0
mmu-miR-125b-1-3p	21:CT,22:TA	99.0	129.0	6169.0	7111.0
mmu-miR-125b-1-3p	21:CT,22:TG	3.0	1.0	6169.0	7111.0
mmu-miR-125b-2-3p	11:TC	131.0	278.0	132.0	279.0
mmu-miR-125b-2-3p	1:AC,11:TC	1.0	0.0	132.0	279.0
mmu-miR-125b-2-3p	10:GC,11:TC	0.0	1.0	132.0	279.0
mmu-miR-125b-5p	PM	3267.0	5281.0	3326.0	5406.0
mmu-miR-125b-5p	1:TA	1.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	1:TC	1.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	2:CA	1.0	2.0	3326.0	5406.0
mmu-miR-125b-5p	2:CT	4.0	5.0	3326.0	5406.0
mmu-miR-125b-5p	3:CA	2.0	3.0	3326.0	5406.0
mmu-miR-125b-5p	3:CT	2.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	4:CA	1.0	3.0	3326.0	5406.0
mmu-miR-125b-5p	4:CT	0.0	3.0	3326.0	5406.0
mmu-miR-125b-5p	5:TC	0.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	6:GA	1.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	6:GT	0.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	7:AT	1.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	8:GA	1.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	8:GC	1.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	8:GT	0.0	3.0	3326.0	5406.0
mmu-miR-125b-5p	9:AC	0.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	9:AG	0.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	9:AT	1.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	10:CA	2.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	11:CA	1.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	11:CG	0.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	11:CT	0.0	3.0	3326.0	5406.0
mmu-miR-125b-5p	12:CA	1.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	12:CT	0.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	17:TC	0.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	18:TC	0.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	18:TG	1.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	19:GA	1.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	19:GC	1.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	20:TC	1.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	21:GA	0.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	21:GT	2.0	0.0	3326.0	5406.0
mmu-miR-125b-5p	22:AC	4.0	4.0	3326.0	5406.0
mmu-miR-125b-5p	22:AG	3.0	2.0	3326.0	5406.0
mmu-miR-125b-5p	22:AT	25.0	82.0	3326.0	5406.0
mmu-miR-125b-5p	2:CT,22:AT	0.0	1.0	3326.0	5406.0
mmu-miR-125b-5p	21:GT,22:AT	0.0	1.0	3326.0	5406.0
mmu-miR-126a-3p	PM	10099.0	5999.0	10200.0	6058.0
mmu-miR-126a-3p	1:TA	1.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	1:TC	17.0	6.0	10200.0	6058.0
mmu-miR-126a-3p	2:CA	1.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	2:CG	1.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	2:CT	3.0	2.0	10200.0	6058.0
mmu-miR-126a-3p	3:GA	2.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	3:GT	5.0	4.0	10200.0	6058.0
mmu-miR-126a-3p	4:TA	0.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	5:AT	3.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	6:CA	0.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	6:CT	4.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	7:CA	3.0	3.0	10200.0	6058.0
mmu-miR-126a-3p	7:CG	1.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	7:CT	4.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	8:GA	1.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	8:GT	5.0	4.0	10200.0	6058.0
mmu-miR-126a-3p	9:TA	1.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	10:GA	3.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	10:GC	2.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	10:GT	1.0	3.0	10200.0	6058.0
mmu-miR-126a-3p	11:AG	2.0	2.0	10200.0	6058.0
mmu-miR-126a-3p	11:AT	2.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	12:GA	1.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	12:GT	6.0	6.0	10200.0	6058.0
mmu-miR-126a-3p	13:TA	3.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	14:AG	1.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	15:AG	1.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	16:TC	0.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	17:AG	1.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	17:AT	1.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	18:AT	1.0	0.0	10200.0	6058.0
mmu-miR-126a-3p	19:TC	0.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	20:GA	1.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	20:GC	0.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	20:GT	2.0	1.0	10200.0	6058.0
mmu-miR-126a-3p	21:CA	4.0	3.0	10200.0	6058.0
mmu-miR-126a-3p	21:CT	1.0	3.0	10200.0	6058.0
mmu-miR-126a-3p	22:GA	5.0	6.0	10200.0	6058.0
mmu-miR-126a-3p	22:GC	4.0	2.0	10200.0	6058.0
mmu-miR-126a-3p	22:GT	6.0	2.0	10200.0	6058.0
mmu-miR-126a-3p	8:GT,22:GT	1.0	0.0	10200.0	6058.0
mmu-miR-126a-5p	PM	28.0	26.0	36.0	40.0
mmu-miR-126a-5p	3:TC	1.0	0.0	36.0	40.0
mmu-miR-126a-5p	14:GT	2.0	5.0	36.0	40.0
mmu-miR-126a-5p	15:GT	5.0	9.0	36.0	40.0
mmu-miR-127-3p	PM	240.0	508.0	288.0	573.0
mmu-miR-127-3p	4:GT	0.0	1.0	288.0	573.0
mmu-miR-127-3p	6:TA	1.0	0.0	288.0	573.0
mmu-miR-127-3p	9:GT	0.0	1.0	288.0	573.0
mmu-miR-127-3p	13:GA	0.0	1.0	288.0	573.0
mmu-miR-127-3p	13:GT	0.0	2.0	288.0	573.0
mmu-miR-127-3p	14:AT	1.0	0.0	288.0	573.0
mmu-miR-127-3p	15:GT	1.0	0.0	288.0	573.0
mmu-miR-127-3p	19:GA	1.0	0.0	288.0	573.0
mmu-miR-127-3p	19:GT	1.0	0.0	288.0	573.0
mmu-miR-127-3p	20:GT	0.0	2.0	288.0	573.0
mmu-miR-127-3p	21:CA	1.0	1.0	288.0	573.0
mmu-miR-127-3p	21:CT	5.0	7.0	288.0	573.0
mmu-miR-127-3p	22:TA	29.0	40.0	288.0	573.0
mmu-miR-127-3p	22:TG	1.0	2.0	288.0	573.0
mmu-miR-127-3p	21:CA,22:TA	3.0	1.0	288.0	573.0
mmu-miR-127-3p	21:CT,22:TA	4.0	7.0	288.0	573.0
mmu-miR-127-5p	PM	8.0	18.0	9.0	20.0
mmu-miR-127-5p	13:GT	0.0	1.0	9.0	20.0
mmu-miR-127-5p	22:TA	1.0	0.0	9.0	20.0
mmu-miR-127-5p	22:TG	0.0	1.0	9.0	20.0
mmu-miR-128-1-5p	PM	5.0	22.0	5.0	22.0
mmu-miR-128-2-5p	PM	0.0	1.0	0.0	1.0
mmu-miR-128-3p	PM	318.0	950.0	327.0	966.0
mmu-miR-128-3p	6:GT	1.0	0.0	327.0	966.0
mmu-miR-128-3p	7:TA	1.0	0.0	327.0	966.0
mmu-miR-128-3p	8:GT	1.0	0.0	327.0	966.0
mmu-miR-128-3p	9:AT	0.0	1.0	327.0	966.0
mmu-miR-128-3p	11:CA	0.0	1.0	327.0	966.0
mmu-miR-128-3p	13:GC	0.0	1.0	327.0	966.0
mmu-miR-128-3p	13:GT	0.0	1.0	327.0	966.0
mmu-miR-128-3p	16:CA	1.0	1.0	327.0	966.0
mmu-miR-128-3p	17:TC	1.0	0.0	327.0	966.0
mmu-miR-128-3p	18:CT	0.0	1.0	327.0	966.0
mmu-miR-128-3p	19:TC	0.0	1.0	327.0	966.0
mmu-miR-128-3p	20:TA	1.0	0.0	327.0	966.0
mmu-miR-128-3p	21:TA	3.0	7.0	327.0	966.0
mmu-miR-128-3p	21:TC	0.0	1.0	327.0	966.0
mmu-miR-128-3p	21:TG	0.0	1.0	327.0	966.0
mmu-miR-129-2-3p	PM	2.0	1.0	2.0	1.0
mmu-miR-129-5p	PM	28.0	34.0	44.0	51.0
mmu-miR-129-5p	1:CT	1.0	0.0	44.0	51.0
mmu-miR-129-5p	8:CT	1.0	0.0	44.0	51.0
mmu-miR-129-5p	21:CA	7.0	4.0	44.0	51.0
mmu-miR-129-5p	21:CT	7.0	13.0	44.0	51.0
mmu-miR-1306-3p	PM	58.0	79.0	82.0	126.0
mmu-miR-1306-3p	10:CA	0.0	1.0	82.0	126.0
mmu-miR-1306-3p	13:GT	0.0	1.0	82.0	126.0
mmu-miR-1306-3p	20:TA	1.0	1.0	82.0	126.0
mmu-miR-1306-3p	21:GA	6.0	10.0	82.0	126.0
mmu-miR-1306-3p	21:GT	15.0	30.0	82.0	126.0
mmu-miR-1306-3p	20:TA,21:GA	0.0	2.0	82.0	126.0
mmu-miR-1306-3p	20:TA,21:GT	0.0	2.0	82.0	126.0
mmu-miR-1306-3p	20:TG,21:GT	2.0	0.0	82.0	126.0
mmu-miR-130a-3p	PM	176.0	179.0	247.0	302.0
mmu-miR-130a-3p	3:GT	3.0	5.0	247.0	302.0
mmu-miR-130a-3p	5:GT	1.0	0.0	247.0	302.0
mmu-miR-130a-3p	10:GT	1.0	0.0	247.0	302.0
mmu-miR-130a-3p	16:AG	0.0	1.0	247.0	302.0
mmu-miR-130a-3p	17:GT	0.0	2.0	247.0	302.0
mmu-miR-130a-3p	19:GT	0.0	3.0	247.0	302.0
mmu-miR-130a-3p	20:CT	0.0	1.0	247.0	302.0
mmu-miR-130a-3p	22:TA	9.0	14.0	247.0	302.0
mmu-miR-130a-3p	22:TC	0.0	5.0	247.0	302.0
mmu-miR-130a-3p	22:TG	3.0	0.0	247.0	302.0
mmu-miR-130a-3p	5:GT,9:TC	1.0	0.0	247.0	302.0
mmu-miR-130a-3p	20:CA,21:AG	0.0	2.0	247.0	302.0
mmu-miR-130a-3p	20:CA,22:TA	2.0	3.0	247.0	302.0
mmu-miR-130a-3p	20:CT,21:AG	0.0	1.0	247.0	302.0
mmu-miR-130a-3p	20:CT,21:AT	51.0	86.0	247.0	302.0
mmu-miR-130a-5p	PM	3.0	5.0	3.0	6.0
mmu-miR-130a-5p	22:TC	0.0	1.0	3.0	6.0
mmu-miR-130b-3p	PM	107.0	126.0	111.0	131.0
mmu-miR-130b-3p	5:GT	0.0	1.0	111.0	131.0
mmu-miR-130b-3p	22:TA	4.0	1.0	111.0	131.0
mmu-miR-130b-3p	20:CA,22:TA	0.0	2.0	111.0	131.0
mmu-miR-130b-3p	20:CT,21:AT	0.0	1.0	111.0	131.0
mmu-miR-130b-5p	PM	112.0	262.0	116.0	268.0
mmu-miR-130b-5p	14:TA	0.0	1.0	116.0	268.0
mmu-miR-130b-5p	21:CA	1.0	1.0	116.0	268.0
mmu-miR-130b-5p	22:TA	3.0	1.0	116.0	268.0
mmu-miR-130b-5p	22:TG	0.0	3.0	116.0	268.0
mmu-miR-132-3p	PM	144.0	465.0	149.0	472.0
mmu-miR-132-3p	4:CA	0.0	1.0	149.0	472.0
mmu-miR-132-3p	5:AT	1.0	0.0	149.0	472.0
mmu-miR-132-3p	12:AG	1.0	0.0	149.0	472.0
mmu-miR-132-3p	14:CA	0.0	1.0	149.0	472.0
mmu-miR-132-3p	22:GT	3.0	5.0	149.0	472.0
mmu-miR-132-5p	PM	2.0	2.0	2.0	2.0
mmu-miR-133a-3p	PM	5420.0	7057.0	5477.0	7138.0
mmu-miR-133a-3p	1:TA	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	1:TC	17.0	33.0	5477.0	7138.0
mmu-miR-133a-3p	1:TG	0.0	3.0	5477.0	7138.0
mmu-miR-133a-3p	3:TC	2.0	0.0	5477.0	7138.0
mmu-miR-133a-3p	4:GT	3.0	5.0	5477.0	7138.0
mmu-miR-133a-3p	5:GA	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	5:GC	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	5:GT	7.0	5.0	5477.0	7138.0
mmu-miR-133a-3p	6:TA	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	6:TC	2.0	0.0	5477.0	7138.0
mmu-miR-133a-3p	6:TG	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	7:CA	1.0	3.0	5477.0	7138.0
mmu-miR-133a-3p	7:CT	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	8:CT	1.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	9:CA	2.0	3.0	5477.0	7138.0
mmu-miR-133a-3p	10:CA	4.0	0.0	5477.0	7138.0
mmu-miR-133a-3p	10:CG	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	10:CT	1.0	0.0	5477.0	7138.0
mmu-miR-133a-3p	11:TA	1.0	0.0	5477.0	7138.0
mmu-miR-133a-3p	11:TC	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	12:TA	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	12:TC	1.0	0.0	5477.0	7138.0
mmu-miR-133a-3p	13:CA	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	13:CT	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	14:AG	0.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	15:AG	1.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	16:CA	4.0	2.0	5477.0	7138.0
mmu-miR-133a-3p	16:CT	2.0	3.0	5477.0	7138.0
mmu-miR-133a-3p	17:CA	2.0	2.0	5477.0	7138.0
mmu-miR-133a-3p	17:CT	2.0	4.0	5477.0	7138.0
mmu-miR-133a-3p	18:AT	0.0	2.0	5477.0	7138.0
mmu-miR-133a-3p	19:GA	1.0	0.0	5477.0	7138.0
mmu-miR-133a-3p	19:GT	1.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	20:CA	1.0	1.0	5477.0	7138.0
mmu-miR-133a-3p	7:CA,8:CG	1.0	0.0	5477.0	7138.0
mmu-miR-133a-5p	PM	32.0	37.0	32.0	39.0
mmu-miR-133a-5p	20:AT	0.0	2.0	32.0	39.0
mmu-miR-133b-3p	PM	6.0	2.0	6.0	2.0
mmu-miR-134-5p	PM	814.0	1305.0	900.0	1396.0
mmu-miR-134-5p	1:TA	1.0	0.0	900.0	1396.0
mmu-miR-134-5p	2:GT	0.0	1.0	900.0	1396.0
mmu-miR-134-5p	11:TA	0.0	1.0	900.0	1396.0
mmu-miR-134-5p	11:TC	0.0	1.0	900.0	1396.0
mmu-miR-134-5p	15:CT	1.0	0.0	900.0	1396.0
mmu-miR-134-5p	17:GA	1.0	0.0	900.0	1396.0
mmu-miR-134-5p	17:GC	0.0	1.0	900.0	1396.0
mmu-miR-134-5p	19:GA	0.0	1.0	900.0	1396.0
mmu-miR-134-5p	20:GC	0.0	1.0	900.0	1396.0
mmu-miR-134-5p	21:GA	0.0	2.0	900.0	1396.0
mmu-miR-134-5p	21:GT	1.0	0.0	900.0	1396.0
mmu-miR-134-5p	22:GA	39.0	37.0	900.0	1396.0
mmu-miR-134-5p	22:GT	40.0	38.0	900.0	1396.0
mmu-miR-134-5p	4:GT,22:GA	1.0	0.0	900.0	1396.0
mmu-miR-134-5p	6:CT,22:GT	1.0	0.0	900.0	1396.0
mmu-miR-134-5p	17:GT,22:GA	0.0	1.0	900.0	1396.0
mmu-miR-134-5p	21:GA,22:GA	1.0	4.0	900.0	1396.0
mmu-miR-134-5p	21:GT,22:GT	0.0	3.0	900.0	1396.0
mmu-miR-135a-2-3p	PM	3.0	2.0	3.0	2.0
mmu-miR-138-2-3p	PM	4.0	23.0	6.0	24.0
mmu-miR-138-2-3p	5:TC,11:GA	2.0	1.0	6.0	24.0
mmu-miR-138-5p	PM	421.0	253.0	429.0	257.0
mmu-miR-138-5p	1:AC	1.0	0.0	429.0	257.0
mmu-miR-138-5p	5:GT	1.0	0.0	429.0	257.0
mmu-miR-138-5p	6:GA	0.0	1.0	429.0	257.0
mmu-miR-138-5p	6:GT	1.0	0.0	429.0	257.0
mmu-miR-138-5p	17:CT	1.0	1.0	429.0	257.0
mmu-miR-138-5p	19:GT	0.0	1.0	429.0	257.0
mmu-miR-138-5p	20:GA	1.0	0.0	429.0	257.0
mmu-miR-138-5p	21:CG	1.0	0.0	429.0	257.0
mmu-miR-138-5p	22:CA	1.0	1.0	429.0	257.0
mmu-miR-138-5p	23:GT	1.0	0.0	429.0	257.0
mmu-miR-139-3p	PM	223.0	186.0	226.0	188.0
mmu-miR-139-3p	1:TA	1.0	0.0	226.0	188.0
mmu-miR-139-3p	20:GC	0.0	1.0	226.0	188.0
mmu-miR-139-3p	22:GA	2.0	1.0	226.0	188.0
mmu-miR-139-5p	PM	609.0	852.0	622.0	871.0
mmu-miR-139-5p	1:TA	0.0	1.0	622.0	871.0
mmu-miR-139-5p	9:GA	1.0	0.0	622.0	871.0
mmu-miR-139-5p	9:GT	0.0	2.0	622.0	871.0
mmu-miR-139-5p	10:CT	2.0	0.0	622.0	871.0
mmu-miR-139-5p	13:GT	0.0	1.0	622.0	871.0
mmu-miR-139-5p	15:GA	1.0	0.0	622.0	871.0
mmu-miR-139-5p	19:CT	1.0	0.0	622.0	871.0
mmu-miR-139-5p	20:CG	1.0	0.0	622.0	871.0
mmu-miR-139-5p	20:CT	0.0	2.0	622.0	871.0
mmu-miR-139-5p	22:GA	2.0	8.0	622.0	871.0
mmu-miR-139-5p	22:GT	5.0	5.0	622.0	871.0
mmu-miR-140-3p	PM	205.0	360.0	209.0	365.0
mmu-miR-140-3p	1:TC	0.0	1.0	209.0	365.0
mmu-miR-140-3p	1:TG	0.0	1.0	209.0	365.0
mmu-miR-140-3p	4:CA	1.0	1.0	209.0	365.0
mmu-miR-140-3p	4:CG	0.0	1.0	209.0	365.0
mmu-miR-140-3p	6:CA	1.0	0.0	209.0	365.0
mmu-miR-140-3p	9:GT	1.0	1.0	209.0	365.0
mmu-miR-140-3p	11:TC	1.0	0.0	209.0	365.0
mmu-miR-140-5p	PM	18.0	26.0	19.0	26.0
mmu-miR-140-5p	22:GA	1.0	0.0	19.0	26.0
mmu-miR-141-3p	PM	0.0	2.0	0.0	2.0
mmu-miR-143-3p	PM	3519.0	5656.0	3743.0	5994.0
mmu-miR-143-3p	1:TG	0.0	2.0	3743.0	5994.0
mmu-miR-143-3p	2:GA	0.0	1.0	3743.0	5994.0
mmu-miR-143-3p	2:GT	4.0	10.0	3743.0	5994.0
mmu-miR-143-3p	3:AG	1.0	0.0	3743.0	5994.0
mmu-miR-143-3p	3:AT	0.0	1.0	3743.0	5994.0
mmu-miR-143-3p	4:GT	1.0	2.0	3743.0	5994.0
mmu-miR-143-3p	5:AT	0.0	2.0	3743.0	5994.0
mmu-miR-143-3p	7:GC	0.0	1.0	3743.0	5994.0
mmu-miR-143-3p	7:GT	1.0	7.0	3743.0	5994.0
mmu-miR-143-3p	8:AG	1.0	2.0	3743.0	5994.0
mmu-miR-143-3p	9:AG	1.0	2.0	3743.0	5994.0
mmu-miR-143-3p	9:AT	1.0	0.0	3743.0	5994.0
mmu-miR-143-3p	10:GA	1.0	0.0	3743.0	5994.0
mmu-miR-143-3p	10:GT	4.0	13.0	3743.0	5994.0
mmu-miR-143-3p	11:CA	1.0	2.0	3743.0	5994.0
mmu-miR-143-3p	11:CG	1.0	0.0	3743.0	5994.0
mmu-miR-143-3p	12:AG	1.0	0.0	3743.0	5994.0
mmu-miR-143-3p	13:CA	0.0	3.0	3743.0	5994.0
mmu-miR-143-3p	14:TC	0.0	4.0	3743.0	5994.0
mmu-miR-143-3p	15:GT	6.0	28.0	3743.0	5994.0
mmu-miR-143-3p	16:TC	1.0	0.0	3743.0	5994.0
mmu-miR-143-3p	17:AT	1.0	0.0	3743.0	5994.0
mmu-miR-143-3p	18:GA	2.0	0.0	3743.0	5994.0
mmu-miR-143-3p	18:GT	1.0	1.0	3743.0	5994.0
mmu-miR-143-3p	19:CA	1.0	1.0	3743.0	5994.0
mmu-miR-143-3p	19:CT	3.0	6.0	3743.0	5994.0
mmu-miR-143-3p	20:TA	1.0	1.0	3743.0	5994.0
mmu-miR-143-3p	21:CA	76.0	93.0	3743.0	5994.0
mmu-miR-143-3p	21:CG	6.0	13.0	3743.0	5994.0
mmu-miR-143-3p	21:CT	75.0	88.0	3743.0	5994.0
mmu-miR-143-3p	3:AT,21:CT	0.0	1.0	3743.0	5994.0
mmu-miR-143-3p	4:GT,15:GT	1.0	0.0	3743.0	5994.0
mmu-miR-143-3p	7:GT,21:CT	0.0	1.0	3743.0	5994.0
mmu-miR-143-3p	18:GT,21:CA	0.0	1.0	3743.0	5994.0
mmu-miR-143-3p	19:CA,21:CT	2.0	7.0	3743.0	5994.0
mmu-miR-143-3p	19:CT,20:TA	1.0	0.0	3743.0	5994.0
mmu-miR-143-3p	19:CT,21:CA	3.0	6.0	3743.0	5994.0
mmu-miR-143-3p	19:CT,21:CT	10.0	27.0	3743.0	5994.0
mmu-miR-143-3p	20:TA,21:CA	10.0	1.0	3743.0	5994.0
mmu-miR-143-3p	20:TA,21:CG	1.0	3.0	3743.0	5994.0
mmu-miR-143-3p	20:TA,21:CT	4.0	6.0	3743.0	5994.0
mmu-miR-143-3p	20:TC,21:CT	0.0	1.0	3743.0	5994.0
mmu-miR-143-3p	20:TG,21:CT	1.0	1.0	3743.0	5994.0
mmu-miR-143-5p	PM	175.0	205.0	175.0	208.0
mmu-miR-143-5p	2:GT	0.0	1.0	175.0	208.0
mmu-miR-143-5p	9:GT	0.0	1.0	175.0	208.0
mmu-miR-143-5p	21:GT	0.0	1.0	175.0	208.0
mmu-miR-144-5p	PM	0.0	1.0	0.0	1.0
mmu-miR-145a-3p	PM	0.0	1.0	0.0	3.0
mmu-miR-145a-3p	21:TG,22:GA	0.0	2.0	0.0	3.0
mmu-miR-145a-5p	PM	871.0	983.0	894.0	1017.0
mmu-miR-145a-5p	1:GA	0.0	1.0	894.0	1017.0
mmu-miR-145a-5p	1:GC	0.0	1.0	894.0	1017.0
mmu-miR-145a-5p	1:GT	1.0	0.0	894.0	1017.0
mmu-miR-145a-5p	4:CA	1.0	1.0	894.0	1017.0
mmu-miR-145a-5p	6:GT	0.0	1.0	894.0	1017.0
mmu-miR-145a-5p	9:TA	0.0	1.0	894.0	1017.0
mmu-miR-145a-5p	13:CG	0.0	1.0	894.0	1017.0
