miRNA name	pos:mut	trimmed_NGN2_Nicotinamide_Vitamin_B3_SRR22128557	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727	trimmed_NGN2_Fluorouracil_5-Fluoracil_5-FU_SRR22128317	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732	trimmed_NGN2_Vitamin_D2_SRR22128243	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729	trimmed_NGN2_Nicotinamide_Vitamin_B3_SRR22128557 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727 (PM+1MM+2MM)	trimmed_NGN2_Fluorouracil_5-Fluoracil_5-FU_SRR22128317 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732 (PM+1MM+2MM)	trimmed_NGN2_Vitamin_D2_SRR22128243 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729 (PM+1MM+2MM)
hsa-miR-1260a	9:TG,18:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	4.0	11.0	0.0	2.0	7.0	2.0	1.0	5.0
hsa-miR-1261	12:TA	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0
hsa-miR-1261	12:TA,18:TC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0
hsa-miR-1267	PM	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1268a	PM	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-1268a	17:GC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-1268a	17:GT	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-1268a	6:GA,17:GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-1269a	PM	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1269a	22:GT	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-127-3p	PM	177.0	6.0	631.0	1.0	0.0	5.0	1.0	1.0	2.0	185.0	9.0	651.0	1.0	0.0	5.0	1.0	1.0	4.0
hsa-miR-127-3p	5:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	9.0	651.0	1.0	0.0	5.0	1.0	1.0	4.0
hsa-miR-127-3p	12:TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	185.0	9.0	651.0	1.0	0.0	5.0	1.0	1.0	4.0
hsa-miR-127-3p	17:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	9.0	651.0	1.0	0.0	5.0	1.0	1.0	4.0
hsa-miR-127-3p	21:CT	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	9.0	651.0	1.0	0.0	5.0	1.0	1.0	4.0
hsa-miR-127-3p	22:TA	6.0	1.0	15.0	0.0	0.0	0.0	0.0	0.0	1.0	185.0	9.0	651.0	1.0	0.0	5.0	1.0	1.0	4.0
hsa-miR-127-3p	22:TC	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	9.0	651.0	1.0	0.0	5.0	1.0	1.0	4.0
hsa-miR-127-3p	21:CT,22:TA	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	9.0	651.0	1.0	0.0	5.0	1.0	1.0	4.0
hsa-miR-127-5p	PM	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-127-5p	22:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1270	PM	1.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1270	23:TA	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1271-3p	PM	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1271-5p	PM	7.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1271-5p	22:AC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1271-5p	22:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1275	PM	14.0	3.0	64.0	0.0	0.0	3.0	0.0	2.0	1.0	24.0	3.0	75.0	0.0	1.0	3.0	0.0	2.0	1.0
hsa-miR-1275	4:GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	3.0	75.0	0.0	1.0	3.0	0.0	2.0	1.0
hsa-miR-1275	17:CA	8.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	24.0	3.0	75.0	0.0	1.0	3.0	0.0	2.0	1.0
hsa-miR-1275	17:CT	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	3.0	75.0	0.0	1.0	3.0	0.0	2.0	1.0
hsa-miR-1275	15:GT,17:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	3.0	75.0	0.0	1.0	3.0	0.0	2.0	1.0
hsa-miR-1275	16:TA,17:CA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	3.0	75.0	0.0	1.0	3.0	0.0	2.0	1.0
hsa-miR-1276	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-128-1-5p	PM	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-128-3p	PM	167.0	3.0	47.0	2.0	1.0	7.0	0.0	1.0	2.0	168.0	3.0	47.0	2.0	1.0	7.0	0.0	1.0	2.0
hsa-miR-128-3p	11:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	3.0	47.0	2.0	1.0	7.0	0.0	1.0	2.0
hsa-miR-1283	PM	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1285-3p	PM	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1285-3p	12:AC	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1285-5p	7:AG,10:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1286	PM	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1287-5p	PM	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-129-1-3p	PM	123.0	2.0	132.0	1.0	1.0	4.0	0.0	1.0	0.0	130.0	2.0	146.0	1.0	1.0	4.0	0.0	1.0	0.0
hsa-miR-129-1-3p	22:TA	7.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	2.0	146.0	1.0	1.0	4.0	0.0	1.0	0.0
hsa-miR-129-2-3p	PM	276.0	11.0	170.0	2.0	0.0	6.0	0.0	1.0	0.0	277.0	11.0	171.0	2.0	0.0	6.0	0.0	1.0	1.0
hsa-miR-129-2-3p	10:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	277.0	11.0	171.0	2.0	0.0	6.0	0.0	1.0	1.0
hsa-miR-129-2-3p	22:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	277.0	11.0	171.0	2.0	0.0	6.0	0.0	1.0	1.0
hsa-miR-129-5p	PM	26.0	0.0	33.0	0.0	0.0	1.0	0.0	0.0	0.0	29.0	0.0	39.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-129-5p	13:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	39.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-129-5p	20:GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	39.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-129-5p	21:CA	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	39.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-129-5p	21:CT	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	39.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-1290	13:TG	9.0	4.0	8.0	1.0	4.0	15.0	2.0	2.0	4.0	9.0	4.0	8.0	1.0	4.0	15.0	2.0	2.0	4.0
hsa-miR-1295a	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1296-5p	PM	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1297	16:TA,17:GT	26.0	1.0	56.0	2.0	0.0	0.0	0.0	0.0	0.0	27.0	1.0	56.0	2.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1297	16:TG,17:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	1.0	56.0	2.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1304-3p	13:CA	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1306-5p	PM	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1307-3p	PM	101.0	19.0	253.0	4.0	1.0	12.0	2.0	11.0	5.0	104.0	19.0	263.0	4.0	1.0	12.0	2.0	11.0	5.0
hsa-miR-1307-3p	12:CT	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	19.0	263.0	4.0	1.0	12.0	2.0	11.0	5.0
hsa-miR-1307-3p	22:GT	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	19.0	263.0	4.0	1.0	12.0	2.0	11.0	5.0
hsa-miR-1307-5p	PM	1.0	2.0	13.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	13.0	0.0	0.0	1.0	0.0	1.0	1.0
hsa-miR-130a-3p	PM	1234.0	36.0	2783.0	29.0	8.0	53.0	15.0	25.0	49.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	6:CG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	7:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	8:AG	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	8:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	10:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	11:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	12:TA	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	13:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	16:AG	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	17:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	18:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	19:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	20:CT	8.0	0.0	6.0	1.0	0.0	1.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	21:AC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	21:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	21:AT	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	22:TA	4.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	22:TC	21.0	3.0	78.0	1.0	2.0	4.0	1.0	0.0	2.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	22:TG	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	6:CT,22:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	20:CA,22:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	20:CT,21:AT	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-3p	21:AT,22:TG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	40.0	2893.0	31.0	10.0	58.0	16.0	25.0	52.0
hsa-miR-130a-5p	PM	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-130b-3p	PM	639.0	42.0	1549.0	11.0	0.0	39.0	1.0	7.0	18.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	5:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	5:GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	6:CT	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	7:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	9:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	11:AG	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	14:AG	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	16:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	19:GC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	20:CG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	20:CT	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	21:AG	4.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	22:TA	10.0	0.0	27.0	0.0	0.0	1.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	22:TC	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	22:TG	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-3p	7:AT,21:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	659.0	42.0	1605.0	11.0	0.0	41.0	1.0	7.0	18.0
hsa-miR-130b-5p	PM	6.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-132-3p	PM	675.0	11.0	1179.0	7.0	0.0	23.0	4.0	4.0	4.0	677.0	11.0	1186.0	7.0	0.0	24.0	4.0	4.0	4.0
hsa-miR-132-3p	7:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	677.0	11.0	1186.0	7.0	0.0	24.0	4.0	4.0	4.0
hsa-miR-132-3p	8:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	677.0	11.0	1186.0	7.0	0.0	24.0	4.0	4.0	4.0
hsa-miR-132-3p	9:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	677.0	11.0	1186.0	7.0	0.0	24.0	4.0	4.0	4.0
hsa-miR-132-3p	18:GC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	677.0	11.0	1186.0	7.0	0.0	24.0	4.0	4.0	4.0
hsa-miR-132-3p	21:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	677.0	11.0	1186.0	7.0	0.0	24.0	4.0	4.0	4.0
hsa-miR-132-3p	22:GA	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	677.0	11.0	1186.0	7.0	0.0	24.0	4.0	4.0	4.0
hsa-miR-132-3p	22:GC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	677.0	11.0	1186.0	7.0	0.0	24.0	4.0	4.0	4.0
hsa-miR-132-3p	22:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	677.0	11.0	1186.0	7.0	0.0	24.0	4.0	4.0	4.0
hsa-miR-132-3p	21:CA,22:GC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	677.0	11.0	1186.0	7.0	0.0	24.0	4.0	4.0	4.0
hsa-miR-132-5p	PM	2.0	1.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-132-5p	22:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1321	6:AT,18:TA	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-134-5p	PM	15.0	0.0	24.0	1.0	0.0	1.0	0.0	1.0	0.0	19.0	0.0	28.0	1.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-134-5p	22:GA	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	28.0	1.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-134-5p	22:GT	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	28.0	1.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-1343-5p	19:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-135a-2-3p	PM	38.0	0.0	44.0	0.0	0.0	1.0	0.0	1.0	0.0	39.0	0.0	48.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-135a-2-3p	22:AT	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	48.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-135a-3p	22:GT	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-135a-5p	PM	11.0	0.0	21.0	0.0	0.0	1.0	0.0	0.0	0.0	11.0	0.0	23.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-135a-5p	23:AT	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	23.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-135b-3p	PM	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-135b-5p	PM	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-135b-5p	23:AT	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-136-3p	PM	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-136-3p	7:CA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-136-5p	PM	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-137-3p	PM	940.0	62.0	1949.0	21.0	6.0	75.0	13.0	15.0	34.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	5:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	7:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	8:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	8:TC	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	17:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	20:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	21:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	22:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	22:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	23:GA	1.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	23:GC	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
hsa-miR-137-3p	23:GT	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	951.0	62.0	1965.0	21.0	6.0	77.0	13.0	15.0	35.0
