miRNA name	pos:mut	SOD1_ALS-iPSC-miRNA-MN_1_trim	SOD1_ALS-iPSC-miRNA-MN_2_trim	SOD1_ALS-iPSC-miRNA-MN_1_trim (PM+1MM+2MM)	SOD1_ALS-iPSC-miRNA-MN_2_trim (PM+1MM+2MM)
hsa-miR-1269a	16:CT,22:GA	1.0	0.0	49526.0	10670.0
hsa-miR-1269a	16:CT,22:GT	1.0	0.0	49526.0	10670.0
hsa-miR-1269a	18:AG,22:GA	3.0	1.0	49526.0	10670.0
hsa-miR-1269a	18:AG,22:GT	5.0	1.0	49526.0	10670.0
hsa-miR-1269a	19:CT,22:GA	2.0	2.0	49526.0	10670.0
hsa-miR-1269a	19:CT,22:GT	3.0	1.0	49526.0	10670.0
hsa-miR-1269a	20:TA,21:GA	9.0	1.0	49526.0	10670.0
hsa-miR-1269a	20:TA,22:GA	6.0	1.0	49526.0	10670.0
hsa-miR-1269a	20:TC,22:GT	1.0	0.0	49526.0	10670.0
hsa-miR-1269a	21:GA,22:GA	451.0	67.0	49526.0	10670.0
hsa-miR-1269a	21:GA,22:GC	13.0	1.0	49526.0	10670.0
hsa-miR-1269a	21:GA,22:GT	119.0	18.0	49526.0	10670.0
hsa-miR-1269a	21:GC,22:GC	0.0	2.0	49526.0	10670.0
hsa-miR-1269a	21:GT,22:GA	17.0	2.0	49526.0	10670.0
hsa-miR-1269a	21:GT,22:GC	2.0	0.0	49526.0	10670.0
hsa-miR-1269a	21:GT,22:GT	9.0	2.0	49526.0	10670.0
hsa-miR-1269b	15:GA	0.0	1.0	17.0	13757.0
hsa-miR-1269b	21:GA	0.0	100.0	17.0	13757.0
hsa-miR-1269b	21:GT	0.0	3.0	17.0	13757.0
hsa-miR-1269b	22:GA	2.0	3472.0	17.0	13757.0
hsa-miR-1269b	22:GC	0.0	23.0	17.0	13757.0
hsa-miR-1269b	22:GT	2.0	1920.0	17.0	13757.0
hsa-miR-1269b	11:CT,22:GT	0.0	1.0	17.0	13757.0
hsa-miR-1269b	16:CT,22:GA	0.0	1.0	17.0	13757.0
hsa-miR-1269b	16:CT,22:GT	0.0	1.0	17.0	13757.0
hsa-miR-1269b	17:TC,22:GA	0.0	1.0	17.0	13757.0
hsa-miR-1269b	18:AG,22:GA	0.0	1.0	17.0	13757.0
hsa-miR-1269b	19:CA,22:GT	0.0	1.0	17.0	13757.0
hsa-miR-1269b	19:CT,21:GA	0.0	2.0	17.0	13757.0
hsa-miR-1269b	19:CT,22:GA	0.0	2.0	17.0	13757.0
hsa-miR-1269b	19:CT,22:GC	0.0	1.0	17.0	13757.0
hsa-miR-1269b	19:CT,22:GT	0.0	2.0	17.0	13757.0
hsa-miR-1269b	20:TA,21:GA	0.0	72.0	17.0	13757.0
hsa-miR-1269b	20:TA,21:GT	0.0	1.0	17.0	13757.0
hsa-miR-1269b	20:TA,22:GA	0.0	26.0	17.0	13757.0
hsa-miR-1269b	20:TA,22:GT	0.0	2.0	17.0	13757.0
hsa-miR-1269b	20:TG,21:GA	0.0	3.0	17.0	13757.0
hsa-miR-1269b	21:GA,22:GA	0.0	655.0	17.0	13757.0
hsa-miR-1269b	21:GA,22:GC	0.0	4.0	17.0	13757.0
hsa-miR-1269b	21:GA,22:GT	0.0	118.0	17.0	13757.0
hsa-miR-1269b	21:GC,22:GA	0.0	3.0	17.0	13757.0
hsa-miR-1269b	21:GT,22:GA	0.0	11.0	17.0	13757.0
hsa-miR-1269b	21:GT,22:GT	0.0	3.0	17.0	13757.0
hsa-miR-127-3p	9:GT	1.0	0.0	8219.0	1679.0
hsa-miR-127-3p	15:GT	0.0	1.0	8219.0	1679.0
hsa-miR-127-3p	20:GA	1.0	0.0	8219.0	1679.0
hsa-miR-127-3p	20:GT	1.0	0.0	8219.0	1679.0
hsa-miR-1271-3p	8:GA,11:AG	1.0	0.0	2.0	1.0
hsa-miR-1273h-3p	7:AC,11:GA	0.0	1.0	50.0	36.0
hsa-miR-1273h-3p	7:AC,11:GC	0.0	1.0	50.0	36.0
hsa-miR-1273h-5p	4:GA	0.0	1.0	13.0	14.0
hsa-miR-1273h-5p	7:GA	0.0	1.0	13.0	14.0
hsa-miR-1273h-5p	8:GC	0.0	1.0	13.0	14.0
hsa-miR-1273h-5p	14:GA,18:CT	1.0	1.0	13.0	14.0
hsa-miR-1275	5:GT,10:AT	1.0	0.0	418.0	60.0
hsa-miR-1275	7:GC,17:CG	0.0	1.0	418.0	60.0
hsa-miR-1275	12:GC,14:TC	0.0	1.0	418.0	60.0
hsa-miR-128-1-5p	22:GA	1.0	1.0	655.0	135.0
hsa-miR-128-1-5p	22:GT	3.0	0.0	655.0	135.0
hsa-miR-128-3p	13:GA	4.0	0.0	84807.0	24995.0
hsa-miR-128-3p	13:GC	4.0	0.0	84807.0	24995.0
hsa-miR-128-3p	13:GT	4.0	0.0	84807.0	24995.0
hsa-miR-128-3p	14:GA	5.0	0.0	84807.0	24995.0
hsa-miR-128-3p	14:GC	2.0	1.0	84807.0	24995.0
hsa-miR-128-3p	14:GT	0.0	1.0	84807.0	24995.0
hsa-miR-1281	1:TC,3:GC	1.0	0.0	2.0	0.0
hsa-miR-1281	2:CA,3:GT	1.0	0.0	2.0	0.0
hsa-miR-1285-5p	1:GA,10:TG	0.0	1.0	4.0	10.0
hsa-miR-1285-5p	10:TC,15:GA	0.0	1.0	4.0	10.0
hsa-miR-129-2-3p	19:GT	0.0	1.0	7643.0	3153.0
hsa-miR-129-5p	9:GT	1.0	1.0	11141.0	2944.0
hsa-miR-129-5p	10:GA	1.0	0.0	11141.0	2944.0
hsa-miR-129-5p	10:GC	1.0	0.0	11141.0	2944.0
hsa-miR-129-5p	15:GA	2.0	0.0	11141.0	2944.0
hsa-miR-129-5p	16:GA	1.0	0.0	11141.0	2944.0
hsa-miR-129-5p	20:GA	0.0	2.0	11141.0	2944.0
hsa-miR-129-5p	20:GT	1.0	0.0	11141.0	2944.0
hsa-miR-129-5p	20:GA,21:CA	1.0	0.0	11141.0	2944.0
hsa-miR-129-5p	20:GT,21:CT	5.0	0.0	11141.0	2944.0
hsa-miR-1290	11:GA,13:TG	0.0	1.0	1856.0	4437.0
hsa-miR-1290	13:TG,16:GA	0.0	2.0	1856.0	4437.0
hsa-miR-1290	13:TG,18:GA	1.0	1.0	1856.0	4437.0
hsa-miR-1292-5p	25:GT	1.0	0.0	6.0	0.0
hsa-miR-1296-5p	12:GT	1.0	1.0	12152.0	5972.0
hsa-miR-1296-5p	12:GA,22:CT	1.0	0.0	12152.0	5972.0
hsa-miR-1297	11:TC,17:GT	1.0	1.0	1869.0	459.0
hsa-miR-1297	13:AT,14:GT	0.0	1.0	1869.0	459.0
hsa-miR-1297	15:GA,17:GA	1.0	0.0	1869.0	459.0
hsa-miR-1297	16:TA,17:GA	1.0	0.0	1869.0	459.0
hsa-miR-1297	16:TA,17:GT	1860.0	453.0	1869.0	459.0
hsa-miR-1299	21:GA	0.0	2.0	6.0	45.0
hsa-miR-1299	10:TC,13:GA	0.0	1.0	6.0	45.0
hsa-miR-1299	21:GA,22:AG	0.0	1.0	6.0	45.0
hsa-miR-1303	3:TC,10:GA	1.0	0.0	14.0	5.0
hsa-miR-1303	4:AC,12:GA	0.0	1.0	14.0	5.0
hsa-miR-1303	4:AG,10:GA	1.0	0.0	14.0	5.0
hsa-miR-1303	4:AT,10:GA	1.0	0.0	14.0	5.0
hsa-miR-1304-5p	18:AC,20:GA	1.0	0.0	8.0	3.0
hsa-miR-1306-3p	12:GA	1.0	0.0	142.0	54.0
hsa-miR-1307-3p	11:GA	2.0	0.0	3570.0	1338.0
hsa-miR-1307-3p	16:GT	1.0	0.0	3570.0	1338.0
hsa-miR-1307-3p	17:GA	0.0	1.0	3570.0	1338.0
hsa-miR-1307-3p	20:GA	1.0	1.0	3570.0	1338.0
hsa-miR-1307-3p	20:GT	1.0	1.0	3570.0	1338.0
hsa-miR-1307-3p	22:GA	19.0	5.0	3570.0	1338.0
hsa-miR-1307-3p	22:GT	140.0	48.0	3570.0	1338.0
hsa-miR-1307-5p	14:GA	1.0	1.0	27797.0	9057.0
hsa-miR-1307-5p	14:GC	2.0	0.0	27797.0	9057.0
hsa-miR-1307-5p	14:GT	1.0	0.0	27797.0	9057.0
hsa-miR-1307-5p	18:GA	3.0	0.0	27797.0	9057.0
hsa-miR-1307-5p	18:GT	1.0	0.0	27797.0	9057.0
hsa-miR-1307-5p	19:GA	1.0	1.0	27797.0	9057.0
hsa-miR-1307-5p	19:GC	0.0	2.0	27797.0	9057.0
hsa-miR-1307-5p	19:GT	1.0	1.0	27797.0	9057.0
hsa-miR-1307-5p	18:GT,19:GT	1.0	0.0	27797.0	9057.0
hsa-miR-130a-3p	10:GA	1.0	0.0	44921.0	18904.0
hsa-miR-130a-3p	10:GC	1.0	0.0	44921.0	18904.0
hsa-miR-130a-3p	10:GT	1.0	2.0	44921.0	18904.0
hsa-miR-130a-3p	17:GA	4.0	2.0	44921.0	18904.0
hsa-miR-130a-3p	17:GC	1.0	2.0	44921.0	18904.0
hsa-miR-130a-3p	17:GT	1.0	3.0	44921.0	18904.0
hsa-miR-130a-3p	18:GC	1.0	0.0	44921.0	18904.0
hsa-miR-130a-3p	19:GA	5.0	3.0	44921.0	18904.0
hsa-miR-130a-3p	19:GC	2.0	0.0	44921.0	18904.0
hsa-miR-130a-3p	19:GT	3.0	0.0	44921.0	18904.0
hsa-miR-130b-3p	10:GA	1.0	1.0	31569.0	12189.0
hsa-miR-130b-3p	10:GT	3.0	0.0	31569.0	12189.0
hsa-miR-130b-3p	13:GC	0.0	1.0	31569.0	12189.0
hsa-miR-130b-3p	13:GT	2.0	0.0	31569.0	12189.0
hsa-miR-130b-3p	17:GT	0.0	1.0	31569.0	12189.0
hsa-miR-130b-3p	18:GA	1.0	0.0	31569.0	12189.0
hsa-miR-130b-3p	18:GC	1.0	0.0	31569.0	12189.0
hsa-miR-130b-3p	19:GA	4.0	1.0	31569.0	12189.0
hsa-miR-130b-3p	19:GT	0.0	1.0	31569.0	12189.0
hsa-miR-130b-5p	12:GA	0.0	1.0	10569.0	5196.0
hsa-miR-130b-5p	15:GA	1.0	0.0	10569.0	5196.0
hsa-miR-130b-5p	15:GT	0.0	1.0	10569.0	5196.0
hsa-miR-132-3p	13:GA	2.0	1.0	21604.0	6171.0
hsa-miR-132-3p	13:GT	1.0	0.0	21604.0	6171.0
hsa-miR-132-3p	18:GA	1.0	0.0	21604.0	6171.0
hsa-miR-132-3p	18:GT	1.0	0.0	21604.0	6171.0
hsa-miR-132-3p	19:GA	0.0	1.0	21604.0	6171.0
hsa-miR-132-3p	22:GA	94.0	16.0	21604.0	6171.0
hsa-miR-132-3p	22:GC	6.0	1.0	21604.0	6171.0
hsa-miR-132-3p	22:GT	135.0	32.0	21604.0	6171.0
hsa-miR-132-3p	21:CA,22:GA	7.0	2.0	21604.0	6171.0
hsa-miR-132-3p	21:CA,22:GC	1.0	0.0	21604.0	6171.0
hsa-miR-132-3p	21:CA,22:GT	1.0	0.0	21604.0	6171.0
hsa-miR-132-3p	21:CT,22:GA	0.0	1.0	21604.0	6171.0
hsa-miR-134-5p	22:GA	24.0	9.0	151.0	73.0
hsa-miR-134-5p	22:GT	7.0	1.0	151.0	73.0
hsa-miR-134-5p	20:GA,22:GA	1.0	0.0	151.0	73.0
hsa-miR-134-5p	21:GA,22:GA	1.0	1.0	151.0	73.0
hsa-miR-134-5p	21:GA,22:GT	0.0	1.0	151.0	73.0
hsa-miR-134-5p	21:GT,22:GT	1.0	0.0	151.0	73.0
hsa-miR-1343-3p	21:GA,22:CA	1.0	0.0	290.0	57.0
hsa-miR-135a-2-3p	15:GT	1.0	0.0	882.0	200.0
hsa-miR-135a-2-3p	20:GA	1.0	0.0	882.0	200.0
hsa-miR-135a-3p	22:GA	2297.0	1249.0	3748.0	1820.0
hsa-miR-135a-3p	22:GC	3.0	3.0	3748.0	1820.0
hsa-miR-135a-3p	22:GT	1201.0	466.0	3748.0	1820.0
hsa-miR-135a-3p	11:GA,22:GA	1.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	12:GA,22:GT	1.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	13:AG,22:GA	1.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	13:AT,22:GA	1.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	14:GA,22:GT	2.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	15:CT,22:GT	1.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	16:CA,22:GT	0.0	1.0	3748.0	1820.0
hsa-miR-135a-3p	16:CT,22:GT	2.0	1.0	3748.0	1820.0
hsa-miR-135a-3p	17:GA,22:GA	1.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	17:GC,22:GT	1.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	19:GT,22:GA	1.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	20:GA,21:CA	3.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	20:GA,21:CT	0.0	1.0	3748.0	1820.0
hsa-miR-135a-3p	20:GT,22:GT	1.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	21:CA,22:GA	91.0	37.0	3748.0	1820.0
hsa-miR-135a-3p	21:CA,22:GC	1.0	1.0	3748.0	1820.0
hsa-miR-135a-3p	21:CA,22:GT	31.0	11.0	3748.0	1820.0
hsa-miR-135a-3p	21:CG,22:GA	1.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	21:CT,22:GA	19.0	10.0	3748.0	1820.0
hsa-miR-135a-3p	21:CT,22:GC	2.0	0.0	3748.0	1820.0
hsa-miR-135a-3p	21:CT,22:GT	16.0	4.0	3748.0	1820.0
hsa-miR-135a-5p	20:GA	1.0	2.0	46831.0	19818.0
hsa-miR-135a-5p	22:GA	9.0	4.0	46831.0	19818.0
hsa-miR-135a-5p	22:GC	0.0	1.0	46831.0	19818.0
hsa-miR-135a-5p	22:GT	3.0	3.0	46831.0	19818.0
hsa-miR-135a-5p	20:GT,23:AT	0.0	1.0	46831.0	19818.0
hsa-miR-135a-5p	22:GA,23:AG	1.0	0.0	46831.0	19818.0
hsa-miR-135a-5p	22:GT,23:AG	1.0	0.0	46831.0	19818.0
hsa-miR-135b-3p	22:GA	4.0	1.0	787.0	265.0
hsa-miR-135b-3p	22:GT	1.0	0.0	787.0	265.0
hsa-miR-135b-5p	20:GA	1.0	0.0	8547.0	3771.0
hsa-miR-135b-5p	22:GA	1.0	2.0	8547.0	3771.0
hsa-miR-135b-5p	22:GT	2.0	0.0	8547.0	3771.0
hsa-miR-135b-5p	20:GA,23:AT	1.0	0.0	8547.0	3771.0
hsa-miR-135b-5p	21:TA,22:GA	1.0	0.0	8547.0	3771.0
hsa-miR-137-3p	20:GC	0.0	1.0	1078.0	721.0
hsa-miR-137-3p	23:GA	22.0	19.0	1078.0	721.0
hsa-miR-137-3p	23:GC	7.0	7.0	1078.0	721.0
hsa-miR-137-3p	23:GT	29.0	19.0	1078.0	721.0
hsa-miR-137-3p	22:AC,23:GC	0.0	1.0	1078.0	721.0
hsa-miR-138-5p	11:GT	1.0	0.0	8728.0	5083.0
hsa-miR-138-5p	13:GA	2.0	1.0	8728.0	5083.0
hsa-miR-138-5p	13:GC	1.0	0.0	8728.0	5083.0
hsa-miR-138-5p	19:GA	1.0	0.0	8728.0	5083.0
hsa-miR-138-5p	20:GA	1.0	0.0	8728.0	5083.0
hsa-miR-138-5p	20:GT	1.0	0.0	8728.0	5083.0
hsa-miR-138-5p	23:GA	14.0	9.0	8728.0	5083.0
hsa-miR-138-5p	23:GC	2.0	1.0	8728.0	5083.0
hsa-miR-138-5p	23:GT	24.0	12.0	8728.0	5083.0
hsa-miR-138-5p	22:CA,23:GT	1.0	0.0	8728.0	5083.0
hsa-miR-139-5p	22:GA	2.0	2.0	2017.0	882.0
hsa-miR-139-5p	22:GC	1.0	0.0	2017.0	882.0
hsa-miR-139-5p	22:GT	10.0	5.0	2017.0	882.0
hsa-miR-139-5p	16:TA,22:GA	1.0	0.0	2017.0	882.0
hsa-miR-139-5p	22:GA,23:TA	1.0	0.0	2017.0	882.0
hsa-miR-139-5p	22:GC,23:TA	1.0	0.0	2017.0	882.0
hsa-miR-139-5p	22:GT,23:TA	0.0	1.0	2017.0	882.0
hsa-miR-139-5p	22:GT,23:TG	0.0	1.0	2017.0	882.0
hsa-miR-140-3p	9:GT	1.0	1.0	9735.0	4158.0
hsa-miR-140-3p	10:GA	1.0	0.0	9735.0	4158.0
hsa-miR-140-3p	13:GA	0.0	1.0	9735.0	4158.0
hsa-miR-140-3p	20:GA	2.0	0.0	9735.0	4158.0
hsa-miR-140-3p	20:GC	1.0	0.0	9735.0	4158.0
hsa-miR-140-3p	21:GA	8.0	0.0	9735.0	4158.0
hsa-miR-140-3p	21:GT	8.0	0.0	9735.0	4158.0
hsa-miR-140-3p	9:GA,21:GA	0.0	1.0	9735.0	4158.0
hsa-miR-140-3p	20:GC,21:GT	0.0	1.0	9735.0	4158.0
hsa-miR-140-3p	20:GT,21:GT	2.0	0.0	9735.0	4158.0
hsa-miR-140-5p	22:GA	11.0	3.0	1207.0	458.0
hsa-miR-140-5p	22:GC	5.0	2.0	1207.0	458.0
hsa-miR-140-5p	22:GT	7.0	6.0	1207.0	458.0
hsa-miR-140-5p	21:AC,22:GT	1.0	0.0	1207.0	458.0
hsa-miR-140-5p	21:AT,22:GT	0.0	1.0	1207.0	458.0
hsa-miR-1468-5p	21:GA	1.0	1.0	1287.0	328.0
hsa-miR-146a-5p	18:GA	1.0	0.0	437.0	141.0
hsa-miR-146a-5p	18:GA,21:TC	249.0	81.0	437.0	141.0
hsa-miR-146a-5p	18:GA,22:TA	1.0	0.0	437.0	141.0
hsa-miR-146b-5p	9:GA	1.0	1.0	12458.0	4344.0
hsa-miR-146b-5p	9:GC	1.0	0.0	12458.0	4344.0
hsa-miR-146b-5p	23:GA	25.0	9.0	12458.0	4344.0
hsa-miR-146b-5p	23:GT	22.0	3.0	12458.0	4344.0
hsa-miR-146b-5p	9:GT,23:GA	0.0	1.0	12458.0	4344.0
hsa-miR-146b-5p	22:TA,23:GA	2.0	0.0	12458.0	4344.0
hsa-miR-146b-5p	22:TA,23:GT	1.0	0.0	12458.0	4344.0
hsa-miR-148a-3p	14:GA	0.0	1.0	46438.0	19042.0
hsa-miR-148a-3p	14:GC	1.0	1.0	46438.0	19042.0
hsa-miR-148a-3p	14:GT	1.0	0.0	46438.0	19042.0
hsa-miR-148a-3p	21:GT	1.0	0.0	46438.0	19042.0
hsa-miR-148a-3p	20:TG,21:GT	1.0	0.0	46438.0	19042.0
hsa-miR-148a-3p	21:GT,22:TG	5.0	2.0	46438.0	19042.0
hsa-miR-148b-3p	14:GA	1.0	2.0	46442.0	14741.0
hsa-miR-148b-3p	14:GT	1.0	0.0	46442.0	14741.0
hsa-miR-148b-3p	21:GA	3.0	0.0	46442.0	14741.0
hsa-miR-148b-3p	21:GC	1.0	0.0	46442.0	14741.0
hsa-miR-148b-3p	21:GT	6.0	0.0	46442.0	14741.0
hsa-miR-148b-5p	20:GA	1.0	0.0	3961.0	1114.0
hsa-miR-149-3p	20:GA,21:CA	1.0	0.0	42.0	4.0
hsa-miR-149-3p	20:GA,21:CT	1.0	0.0	42.0	4.0
hsa-miR-149-5p	10:GA	3.0	1.0	42473.0	16010.0
hsa-miR-149-5p	10:GT	0.0	1.0	42473.0	16010.0
hsa-miR-149-5p	12:GA	3.0	1.0	42473.0	16010.0
hsa-miR-149-5p	12:GC	0.0	1.0	42473.0	16010.0
hsa-miR-151a-3p	8:GA	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	8:GC	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	8:GT	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	11:GA	2.0	2.0	155641.0	51278.0
hsa-miR-151a-3p	11:GT	6.0	2.0	155641.0	51278.0
hsa-miR-151a-3p	18:GA	8.0	2.0	155641.0	51278.0
hsa-miR-151a-3p	18:GC	1.0	1.0	155641.0	51278.0
hsa-miR-151a-3p	18:GT	4.0	2.0	155641.0	51278.0
hsa-miR-151a-3p	20:GA	14.0	3.0	155641.0	51278.0
hsa-miR-151a-3p	20:GC	2.0	1.0	155641.0	51278.0
hsa-miR-151a-3p	20:GT	7.0	3.0	155641.0	51278.0
hsa-miR-151a-3p	21:GA	24642.0	9018.0	155641.0	51278.0
hsa-miR-151a-3p	21:GC	32.0	10.0	155641.0	51278.0
hsa-miR-151a-3p	21:GT	4847.0	1606.0	155641.0	51278.0
hsa-miR-151a-3p	9:AG,21:GA	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	9:AT,21:GA	2.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	11:GA,20:GA	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	11:GA,21:GA	0.0	1.0	155641.0	51278.0
hsa-miR-151a-3p	11:GC,21:GA	2.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	12:CA,21:GA	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	12:CT,21:GA	2.0	1.0	155641.0	51278.0
hsa-miR-151a-3p	12:CT,21:GT	1.0	1.0	155641.0	51278.0
hsa-miR-151a-3p	13:TA,21:GA	2.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	13:TC,21:GA	1.0	2.0	155641.0	51278.0
hsa-miR-151a-3p	14:CA,21:GA	0.0	1.0	155641.0	51278.0
hsa-miR-151a-3p	14:CT,21:GA	6.0	1.0	155641.0	51278.0
hsa-miR-151a-3p	14:CT,21:GT	2.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	15:CT,21:GA	2.0	2.0	155641.0	51278.0
hsa-miR-151a-3p	16:TA,21:GA	4.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	16:TA,21:GT	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	16:TC,21:GA	1.0	3.0	155641.0	51278.0
hsa-miR-151a-3p	17:TA,21:GA	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	17:TC,21:GA	5.0	3.0	155641.0	51278.0
hsa-miR-151a-3p	17:TC,21:GT	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	18:GA,21:GA	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	18:GC,21:GA	0.0	1.0	155641.0	51278.0
hsa-miR-151a-3p	18:GT,21:GA	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	18:GT,21:GT	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	19:AC,21:GA	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	19:AG,21:GA	0.0	1.0	155641.0	51278.0
hsa-miR-151a-3p	19:AT,20:GA	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	19:AT,21:GA	1.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	20:GA,21:GA	435.0	138.0	155641.0	51278.0
hsa-miR-151a-3p	20:GA,21:GC	7.0	2.0	155641.0	51278.0
hsa-miR-151a-3p	20:GA,21:GT	33.0	13.0	155641.0	51278.0
hsa-miR-151a-3p	20:GC,21:GA	2.0	0.0	155641.0	51278.0
hsa-miR-151a-3p	20:GC,21:GT	0.0	1.0	155641.0	51278.0
hsa-miR-151a-3p	20:GT,21:GA	18.0	7.0	155641.0	51278.0
hsa-miR-151a-3p	20:GT,21:GT	12.0	2.0	155641.0	51278.0
hsa-miR-151b	3:GA	11.0	0.0	10272.0	2585.0
hsa-miR-151b	15:GA	1.0	0.0	10272.0	2585.0
hsa-miR-151b	15:GC	1.0	0.0	10272.0	2585.0
hsa-miR-151b	15:GT	2.0	0.0	10272.0	2585.0
hsa-miR-151b	3:GT,16:TG	0.0	1.0	10272.0	2585.0
hsa-miR-152-3p	14:GA	1.0	0.0	2098.0	841.0
hsa-miR-152-3p	21:GA	1.0	0.0	2098.0	841.0
hsa-miR-152-3p	21:GT	8.0	2.0	2098.0	841.0
hsa-miR-152-3p	10:GC,20:GT	525.0	156.0	2098.0	841.0
hsa-miR-152-3p	10:GC,21:GT	1.0	0.0	2098.0	841.0
hsa-miR-153-3p	17:GA	3.0	0.0	43994.0	828.0
hsa-miR-153-3p	17:GT	13.0	0.0	43994.0	828.0
hsa-miR-153-3p	19:GA	2.0	0.0	43994.0	828.0
hsa-miR-153-3p	19:GT	3.0	0.0	43994.0	828.0
hsa-miR-153-5p	9:GT	1.0	0.0	536.0	21.0
hsa-miR-15a-5p	15:GT	1.0	0.0	3096.0	1064.0
hsa-miR-15a-5p	20:GT	0.0	1.0	3096.0	1064.0
hsa-miR-15a-5p	22:GA	260.0	67.0	3096.0	1064.0
hsa-miR-15a-5p	22:GC	6.0	2.0	3096.0	1064.0
hsa-miR-15a-5p	22:GT	73.0	19.0	3096.0	1064.0
hsa-miR-15a-5p	17:TG,22:GA	1.0	0.0	3096.0	1064.0
hsa-miR-15b-5p	15:GC	1.0	0.0	6266.0	3088.0
hsa-miR-15b-5p	15:GT	1.0	0.0	6266.0	3088.0
hsa-miR-16-5p	10:GC	6.0	2.0	205783.0	83275.0
hsa-miR-16-5p	10:GT	15.0	2.0	205783.0	83275.0
hsa-miR-16-5p	19:GA	10.0	0.0	205783.0	83275.0
hsa-miR-16-5p	19:GC	2.0	0.0	205783.0	83275.0
hsa-miR-16-5p	19:GT	8.0	2.0	205783.0	83275.0
hsa-miR-16-5p	20:GA	12.0	2.0	205783.0	83275.0
hsa-miR-16-5p	20:GC	6.0	1.0	205783.0	83275.0
hsa-miR-16-5p	20:GT	9.0	1.0	205783.0	83275.0
hsa-miR-16-5p	22:GA	1117.0	604.0	205783.0	83275.0
hsa-miR-16-5p	22:GC	14.0	8.0	205783.0	83275.0
hsa-miR-16-5p	22:GT	113.0	43.0	205783.0	83275.0
hsa-miR-16-5p	9:CT,22:GA	1.0	0.0	205783.0	83275.0
hsa-miR-16-5p	15:TA,22:GA	0.0	1.0	205783.0	83275.0
hsa-miR-16-5p	18:TA,22:GT	1.0	0.0	205783.0	83275.0
hsa-miR-16-5p	19:GA,20:GA	0.0	1.0	205783.0	83275.0
hsa-miR-16-5p	20:GA,22:GA	1.0	0.0	205783.0	83275.0
hsa-miR-16-5p	20:GC,22:GA	1.0	0.0	205783.0	83275.0
hsa-miR-16-5p	21:CA,22:GA	13.0	5.0	205783.0	83275.0
hsa-miR-16-5p	21:CA,22:GC	0.0	2.0	205783.0	83275.0
hsa-miR-16-5p	21:CA,22:GT	5.0	0.0	205783.0	83275.0
hsa-miR-16-5p	21:CT,22:GA	2.0	0.0	205783.0	83275.0
hsa-miR-16-5p	21:CT,22:GT	0.0	1.0	205783.0	83275.0
hsa-miR-17-3p	22:GA	10.0	4.0	652.0	353.0
hsa-miR-17-3p	22:GT	2.0	2.0	652.0	353.0
hsa-miR-17-5p	14:GA	2.0	1.0	22031.0	8581.0
hsa-miR-17-5p	14:GC	0.0	2.0	22031.0	8581.0
hsa-miR-17-5p	16:GA	3.0	0.0	22031.0	8581.0
hsa-miR-17-5p	16:GC	3.0	0.0	22031.0	8581.0
hsa-miR-17-5p	16:GT	1.0	1.0	22031.0	8581.0
hsa-miR-17-5p	19:GA	1.0	1.0	22031.0	8581.0
hsa-miR-17-5p	19:GC	1.0	0.0	22031.0	8581.0
hsa-miR-17-5p	19:GT	1.0	0.0	22031.0	8581.0
hsa-miR-17-5p	20:GT	1.0	0.0	22031.0	8581.0
hsa-miR-17-5p	23:GA	199.0	122.0	22031.0	8581.0
hsa-miR-17-5p	23:GC	33.0	12.0	22031.0	8581.0
hsa-miR-17-5p	23:GT	885.0	327.0	22031.0	8581.0
hsa-miR-17-5p	9:TC,19:GA	0.0	1.0	22031.0	8581.0
