miRNA name	pos:mut	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_1	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_2	trimmed_control-iPSC_derived-miRNA-MN_1	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_1	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_2	trimmed_control-iPSC_derived-miRNA-MN_2	trimmed_control-iPSC_derived-miRNA-MN_3	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_3	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_1 (PM+1MM+2MM)	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_2 (PM+1MM+2MM)	trimmed_control-iPSC_derived-miRNA-MN_1 (PM+1MM+2MM)	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_1 (PM+1MM+2MM)	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_2 (PM+1MM+2MM)	trimmed_control-iPSC_derived-miRNA-MN_2 (PM+1MM+2MM)	trimmed_control-iPSC_derived-miRNA-MN_3 (PM+1MM+2MM)	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_3 (PM+1MM+2MM)
hsa-miR-181a-5p	13:TC,18:GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	13:TC,19:TC	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	13:TC,20:GC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	13:TC,20:GT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	13:TC,21:AT	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	13:TC,23:TA	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	13:TG,14:GC	52.0	14.0	10.0	9.0	4.0	8.0	5.0	3.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	13:TG,14:GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	13:TG,23:TA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GA,18:GA	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GA,18:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GA,19:TC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GA,20:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GA,21:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GA,21:AT	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GA,22:GC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GA,23:TA	1.0	0.0	4.0	0.0	1.0	1.0	0.0	2.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GA,23:TC	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GC,18:GC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GC,20:GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GC,20:GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GC,22:GC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GC,23:TA	3.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GT,16:CG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GT,20:GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GT,21:AG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GT,21:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	14:GT,23:TA	2.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	15:TA,18:GC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	15:TA,20:GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	15:TA,21:AC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	15:TA,22:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	15:TA,23:TA	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	15:TC,21:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	15:TC,22:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	15:TC,23:TA	1.0	2.0	0.0	0.0	3.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	15:TC,23:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	15:TC,23:TG	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	15:TG,23:TA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	16:CA,17:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	16:CA,23:TA	4.0	2.0	1.0	2.0	1.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	16:CG,23:TA	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	16:CG,23:TG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	16:CT,20:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	16:CT,23:TA	5.0	2.0	1.0	0.0	0.0	2.0	3.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GA,18:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GA,18:GT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GA,19:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GA,19:TG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GA,21:AT	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GA,22:GA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GA,23:TA	4.0	0.0	0.0	1.0	3.0	0.0	0.0	2.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GA,23:TC	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GC,21:AT	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GC,23:TA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GC,23:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GT,18:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GT,19:TG	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GT,21:AT	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GT,22:GA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GT,23:TA	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	17:GT,23:TC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	18:GA,22:GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	18:GA,22:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	18:GA,23:TA	3.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	18:GC,22:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	18:GC,23:TA	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	18:GC,23:TC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	18:GT,19:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	18:GT,21:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	18:GT,23:TA	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	18:GT,23:TG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	19:TA,23:TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	19:TC,23:TA	4.0	3.0	1.0	0.0	1.0	1.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	19:TG,23:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	19:TG,23:TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	20:GA,21:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	20:GA,23:TA	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	20:GT,21:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	20:GT,23:TA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	21:AC,23:TA	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	21:AG,22:GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	21:AG,23:TA	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	21:AG,23:TG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	21:AT,22:GA	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	21:AT,22:GT	3.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	21:AT,23:TA	1.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	21:AT,23:TG	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	22:GA,23:TA	867.0	297.0	151.0	217.0	200.0	222.0	108.0	49.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	22:GA,23:TG	29.0	5.0	1.0	4.0	6.0	14.0	1.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	22:GC,23:TA	4.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	22:GC,23:TG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	22:GT,23:TA	18.0	4.0	9.0	5.0	8.0	4.0	4.0	1.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181a-5p	22:GT,23:TG	4.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	1989887.0	738388.0	765899.0	511498.0	558620.0	606269.0	493208.0	386280.0
hsa-miR-181b-2-3p	PM	311.0	100.0	90.0	110.0	85.0	79.0	69.0	54.0	347.0	109.0	103.0	131.0	89.0	89.0	75.0	62.0
hsa-miR-181b-2-3p	9:TA	28.0	6.0	11.0	18.0	4.0	10.0	6.0	8.0	347.0	109.0	103.0	131.0	89.0	89.0	75.0	62.0
hsa-miR-181b-2-3p	20:AC	3.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	347.0	109.0	103.0	131.0	89.0	89.0	75.0	62.0
hsa-miR-181b-2-3p	20:AT	5.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	347.0	109.0	103.0	131.0	89.0	89.0	75.0	62.0
hsa-miR-181b-3p	PM	167.0	43.0	59.0	39.0	25.0	39.0	34.0	43.0	167.0	43.0	59.0	39.0	25.0	39.0	34.0	43.0
hsa-miR-181b-5p	PM	96317.0	39059.0	59477.0	36851.0	43222.0	41951.0	48459.0	41509.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	9:TA	0.0	4.0	6.0	3.0	3.0	2.0	2.0	3.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	9:TC	1.0	1.0	4.0	0.0	2.0	2.0	0.0	1.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	9:TG	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	10:TA	3.0	1.0	2.0	0.0	2.0	1.0	2.0	2.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	10:TC	2.0	4.0	1.0	0.0	1.0	2.0	0.0	3.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	10:TG	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	11:GA	3.0	4.0	3.0	5.0	2.0	3.0	0.0	1.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	11:GC	6.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	11:GT	3.0	3.0	2.0	2.0	3.0	3.0	4.0	1.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	13:TA	4.0	3.0	3.0	1.0	6.0	2.0	1.0	1.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	13:TC	5.0	1.0	2.0	1.0	1.0	3.0	4.0	1.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	13:TG	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	14:GA	7.0	1.0	2.0	2.0	3.0	1.0	0.0	2.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	14:GC	3.0	1.0	1.0	0.0	0.0	3.0	1.0	0.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	14:GT	4.0	0.0	2.0	1.0	2.0	2.0	1.0	2.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	15:TA	7.0	1.0	1.0	0.0	1.0	2.0	3.0	5.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	15:TC	6.0	2.0	3.0	0.0	1.0	1.0	1.0	2.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	15:TG	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	16:CA	5.0	3.0	4.0	2.0	0.0	2.0	3.0	2.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	16:CG	3.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	16:CT	10.0	5.0	5.0	5.0	4.0	5.0	2.0	4.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	17:GA	10.0	6.0	4.0	2.0	2.0	9.0	4.0	3.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	17:GC	1.0	0.0	2.0	1.0	0.0	1.0	1.0	3.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	17:GT	7.0	3.0	2.0	5.0	6.0	4.0	0.0	4.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	18:GA	8.0	1.0	7.0	3.0	3.0	2.0	3.0	3.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	18:GC	6.0	3.0	3.0	2.0	2.0	2.0	2.0	0.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	18:GT	3.0	2.0	2.0	5.0	6.0	9.0	4.0	2.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	19:TA	7.0	0.0	1.0	1.0	2.0	0.0	2.0	1.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	19:TC	5.0	3.0	3.0	0.0	5.0	6.0	2.0	2.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	19:TG	4.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	20:GA	4.0	1.0	4.0	0.0	1.0	1.0	2.0	1.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	20:GC	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	20:GT	4.0	1.0	5.0	2.0	3.0	0.0	2.0	2.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	21:GA	6.0	0.0	2.0	1.0	3.0	2.0	3.0	3.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	21:GC	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	21:GT	3.0	1.0	1.0	1.0	0.0	3.0	0.0	0.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	22:GA	268.0	70.0	78.0	53.0	52.0	72.0	38.0	30.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	22:GC	8.0	4.0	3.0	1.0	4.0	2.0	0.0	4.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	22:GT	94.0	39.0	39.0	29.0	27.0	41.0	29.0	15.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	23:TA	6377.0	2074.0	2499.0	1538.0	1497.0	1891.0	1626.0	1088.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	23:TC	17.0	15.0	9.0	19.0	17.0	10.0	13.0	12.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
hsa-miR-181b-5p	23:TG	473.0	207.0	344.0	305.0	318.0	218.0	320.0	295.0	104549.0	41837.0	62756.0	39015.0	45375.0	44493.0	50647.0	43068.0
